atomic_num,electronegativity,d_electrons,coordination_n,carbon_support_ratio,energy_barrier,stability_index,selectivity,activity
78.0,2.28,9.0,0.0,0.8,8.5,9.5,0.98,0.97
78.00993428306022,2.277234713976576,9.012953770762014,0.0,0.7953169325055334,8.514901424590336,9.494469427953153,0.9802590754152403,0.9706092119425632
77.99531726086101,2.3115842563101476,9.015348694583059,0.0,0.8108512008717194,8.492975891291525,9.563168512620296,0.9803069738916611,0.969812210245626
77.99073164614376,2.2706854049285945,9.00483924543132,0.0,0.7655016433497394,8.486097469215625,9.48137080985719,0.9800967849086264,0.9692346879021368
77.98875424941518,2.259743377593311,9.006284946651906,0.0,0.7717539259732942,8.48313137412277,9.459486755186623,0.9801256989330381,0.9696367903697914
78.02931297537843,2.275484473990269,9.001350564093759,0.0,0.7891123455094964,8.543969463067647,9.490968947980539,0.9800270112818752,0.9694301007255146
78.00221845179419,2.256980128451554,9.007513960366914,0.0,0.7941661250041345,8.503327677691296,9.453960256903107,0.9801502792073382,0.9697597445240325
77.9879658677554,2.3170455636901788,8.99973005550524,0.0,0.8164508982420638,8.481948801633118,9.574091127380358,0.9799946011101048,0.9695769156284176
77.97558312700058,2.284177271900095,8.960806597522405,0.0,0.8039372247173825,8.463374690500869,9.50835454380019,0.9792161319504481,0.9694687255804406
78.01476933159991,2.2834273656237993,8.997687034352236,0.0,0.7704295601926515,8.522153997399862,9.506854731247598,0.9799537406870447,0.9698795585217642
77.9856031158321,2.270787224580804,9.021142444524378,0.0,0.7647391968927454,8.478404673748159,9.481574449161608,0.9804228488904876,0.9701374473158274
78.00648167938789,2.2722983543916735,8.98646155999388,0.0,0.8206199904499191,8.509722519081844,9.484596708783346,0.9797292311998776,0.9702446705155363
78.01862560238233,2.263215649535547,8.993815752482975,0.0,0.8195109025424472,8.527938403573486,9.466431299071095,0.9798763150496594,0.9701325053725613
77.9904165152431,2.2762868204667233,8.97787330051988,0.0,0.816250516447884,8.485624772864641,9.492573640933447,0.9795574660103976,0.9695215173503677
78.02712480057141,2.278559797568393,9.02007065795784,0.0,0.7870976049078976,8.540687200857125,9.497119595136787,0.9804014131591567,0.9701446544100191
78.00722791211017,2.310760731329319,8.999283479217802,0.0,0.7476050979182052,8.510841868165253,9.56152146265864,0.979985669584356,0.9706258574623255
78.0164380500875,2.281740941364763,8.994019852990682,0.0,0.7602486217079822,8.524657075131257,9.503481882729528,0.9798803970598137,0.9700367043106142
77.99560656224325,2.2871422514302346,9.02955788089483,0.0,0.7838301279421362,8.493409843364875,9.51428450286047,0.9805911576178966,0.9697926919126905
77.9899648591283,2.298308042354041,9.006575022193193,0.0,0.8102653486622672,8.484947288692464,9.536616084708083,0.9801315004438639,0.9697880959184931
78.00194155098696,2.2993728998106575,8.985958938122453,0.0,0.7921578369373569,8.502912326480441,9.538745799621315,0.9797191787624491,0.9698689351413609
77.97072970103736,2.2859224055412914,9.005221105443598,0.0,0.7953082573324971,8.456094551556037,9.511844811082582,0.9801044221088719,0.970002045382657
77.97169258515899,2.2715870935446927,8.993145709669465,0.0,0.7967742857666799,8.457538877738488,9.483174187089386,0.9798629141933892,0.9696790890923114
78.00808101713629,2.3177237180242103,9.003491556256638,0.0,0.7985110816846767,8.512121525704437,9.575447436048421,0.9800698311251327,0.9701030201562891
77.96162457569402,2.2794697224910156,9.00120460419882,0.0,0.7961527807043776,8.44243686354103,9.498939444982032,0.9800240920839763,0.9709852968449941
78.00603094684668,2.279305764605895,8.976626439247609,0.0,0.8150386606537355,8.509046420270009,9.49861152921179,0.9795325287849521,0.970457129125806
78.01582063894087,2.261812250904105,9.028055886218722,0.0,0.8117371418760054,8.523730958411292,9.46362450180821,0.9805611177243744,0.9694392595748831
77.0,2.2,7.0,0.0,0.0,9.8,9.3,0.96,0.94
77.0438091125162,2.1801892734973864,6.988674045407945,0.0,0.0,9.8657136687743,9.260378546994772,0.9597734809081588,0.940039860546035
76.96898673137868,2.2013712594961206,6.978753925725478,0.0,0.0,9.753480097068017,9.302742518992241,0.9595750785145095,0.940189436972254
77.03099868810035,2.1843349341532754,6.993558769675887,0.0,0.0,9.846498032150526,9.268669868306551,0.9598711753935177,0.9403254068869478
77.00454919869209,2.226142855085649,6.967850335308776,0.0,0.005197655884968471,9.806823798038124,9.352285710171298,0.9593570067061755,0.9400738535434129
77.01563645743555,2.1752609857824385,6.973590867738315,0.0,0.005939693464663721,9.82345468615332,9.250521971564877,0.9594718173547663,0.9402087766262467
77.00500985700691,2.20692896418994,6.98639950556843,0.0,0.0058614494659736255,9.807514785510376,9.31385792837988,0.9597279901113686,0.9400929014788644
76.98571297163947,2.2373154902228953,7.009476658418236,0.0,0.013131072172676594,9.77856945745921,9.37463098044579,0.9601895331683646,0.9395234786011188
76.98050636659545,2.2157416920748494,7.023171911580148,0.0,0.019267522584886437,9.770759549893182,9.3314833841497,0.960463438231603,0.9396717270726592
77.00825561853873,2.21644120319989,7.0379358596530786,0.0,0.0,9.812383427808095,9.332882406399781,0.9607587171930615,0.9399018447535988
76.98220971140749,2.1836837943006913,6.998457965811718,0.0,0.005533815986600381,9.773314567111235,9.267367588601383,0.9599691593162343,0.9401364607899266
77.01654366498072,2.2002600378375585,7.029070681543146,0.0,0.05440338333179238,9.824815497471082,9.300520075675117,0.9605814136308629,0.9398941372667048
77.0125133469553,2.1828568488716744,6.978582150038778,0.0,0.0,9.81877002043295,9.26571369774335,0.9595716430007755,0.9401929889660973
77.01428000988184,2.209464752491471,6.998543421746863,0.0,0.0,9.821420014822763,9.318929504982943,0.9599708684349372,0.9396612825127726
76.99106970095866,2.2171279758864695,7.004281874882604,0.0,0.00346361851702364,9.786604551437991,9.33425595177294,0.9600856374976521,0.9395017044885151
77.00770634759458,2.1823228512759774,7.003074502118911,0.0,0.0,9.811559521391866,9.264645702551956,0.9600614900423782,0.9400232834873783
77.00715574720697,2.2112156905273648,7.021661024863506,0.0,0.0,9.81073362081045,9.32243138105473,0.9604332204972701,0.9404215208208139
76.9812434992017,2.2103007053441734,7.010275719018244,0.0,0.07705462981309442,9.771865248802547,9.320601410688347,0.9602055143803648,0.9402060190745224
77.01141781021386,2.2227113128036122,7.019080035269864,0.0,0.0,9.817126715320796,9.345422625607224,0.9603816007053972,0.9402605565005223
77.01517938440986,2.184543495709249,6.995263627865199,0.0,0.0016374827877264511,9.822769076614799,9.269086991418497,0.959905272557304,0.9398058545808683
77.04629317133347,2.162654696148165,7.01372520380749,0.0,0.0,9.869439757000206,9.225309392296332,0.9602745040761498,0.9393549136515241
